;ncm;descricao;alq_ipi;aliq_ipi
8805;5210.49.10;Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4;0.0;0.0
8806;5210.49.90;Outros;0.0;0.0
8807;5210.5;- Estampados:;;
8808;5210.51.00;--Em ponto de tafetá;0.0;0.0
8809;5210.59;--Outros tecidos;;
8810;5210.59.10;Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4;0.0;0.0
8811;5210.59.90;Outros;0.0;0.0
8813;52.11;"Tecidosdealgodãoquecontenhammenosde85 %,empeso,dealgodão,combinados, principal ou unicamente, com fibras sintéticas ou artificiais, de pesosuperior a 200 g/m2.";;
8814;5211.1;- Crus:;;
8815;5211.11.00;--Em ponto de tafetá;0.0;0.0
8816;5211.12.00;--Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4;0.0;0.0
8817;5211.19.00;--Outros tecidos;0.0;0.0
8818;5211.20;- Branqueados;;
8819;5211.20.10;Em ponto de tafetá;0.0;0.0
8820;5211.20.20;Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4;0.0;0.0
8821;5211.20.90;Outros;0.0;0.0
8822;5211.3;- Tintos:;;
8823;5211.31.00;--Em ponto de tafetá;0.0;0.0
8824;5211.32.00;--Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4;0.0;0.0
8825;5211.39.00;--Outros tecidos;0.0;0.0
8826;5211.4;- De fios de diversas cores:;;
8827;5211.41.00;--Em ponto de tafetá;0.0;0.0
8828;5211.42;--Tecidos denominados Denim;;
8829;5211.42.10;Com fios tintos em indigo blue segundo Color Index 73.000;0.0;0.0
8830;5211.42.90;Outros;0.0;0.0
8831;5211.43.00;"--Outros tecidos em ponto sarjado, incluindo o diagonal, cuja relação de textura não sejasuperior a 4";0.0;0.0
8832;5211.49.00;--Outros tecidos;0.0;0.0
8833;5211.5;- Estampados:;;
8834;5211.51.00;--Em ponto de tafetá;0.0;0.0
8835;5211.52.00;--Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4;0.0;0.0
8836;5211.59.00;--Outros tecidos;0.0;0.0
8838;52.12;Outros tecidos de algodão.;;
8839;5212.1;- De peso não superior a 200 g/m2:;;
8840;5212.11.00;--Crus;0.0;0.0
8841;5212.12.00;--Branqueados;0.0;0.0
8842;5212.13.00;--Tintos;0.0;0.0
8843;5212.14.00;--De fios de diversas cores;0.0;0.0
8844;5212.15.00;--Estampados;0.0;0.0
8845;5212.2;- De peso superior a 200 g/m2:;;
8846;5212.21.00;--Crus;0.0;0.0
8847;5212.22.00;--Branqueados;0.0;0.0
8848;5212.23.00;--Tintos;0.0;0.0
8849;5212.24.00;--De fios de diversas cores;0.0;0.0
8850;5212.25.00;--Estampados;0.0;0.0
8851;53.01;"Linho em bruto outrabalhado, mas não fiado; estopas e desperdícios de linho(incluindo os desperdícios de fios e os fiapos).";;
8852;5301.10.00;- Linho em bruto ou macerado;0;0.0
8854;5301.2;- Linho quebrado, espadelado, penteado ou trabalhado de outra forma, mas não fiado:;;
8855;5301.21;--Quebrado ou espadelado;;
8856;5301.21.10;Quebrado;0;0.0
8857;5301.21.20;Espadelado;0;0.0
8858;5301.29;--Outro;;
8859;5301.29.10;Penteado;0;0.0
8860;5301.29.90;Outro;0;0.0
8861;5301.30.00;- Estopas e desperdícios de linho;0;0.0
8863;53.02;"Cânhamo (Cannabis sativa L.), em bruto ou trabalhado, mas não fiado; estopas edesperdícios de cânhamo (incluindo os desperdícios de fios e os fiapos).";;
8864;5302.10.00;- Cânhamo em bruto ou macerado;0;0.0
8866;5302.90.00;- Outros;0;0.0
8868;53.03;"Juta e outras fibras têxteis liberianas (exceto linho, cânhamo e rami), em bruto outrabalhadas, mas não fiadas; estopas e desperdícios destas fibras (incluindo osdesperdícios de fios e os fiapos).";;
8869;5303.10;- Juta e outras fibras têxteis liberianas, em bruto ou maceradas;;
8870;5303.10.10;Juta;NT;NT
8872;5303.10.90;Outras;NT;NT
8874;5303.90;- Outros;;
8875;5303.90.10;Juta;0;0.0
8876;5303.90.90;Outros;0;0.0
8878;5305.00;"Cairo (fibra de coco), abacá (cânhamo-de-manilha ou Musa textilis Nee), rami e outrasfibras têxteis vegetais não especificadas nem compreendidas noutras posições, embruto ou trabalhados, mas não fiados; estopas e desperdícios destas fibras (incluindoos desperdícios de fios e os fiapos).";;
8879;5305.00.10;De abacá, em bruto;NT;NT
8880;5305.00.90;Outros;0;0.0
8884;53.06;Fios de linho.;;
8885;5306.10.00;- Simples;0;0.0
8886;5306.20.00;- Retorcidos ou retorcidos múltiplos;0;0.0
8888;53.07;Fios de juta ou de outras fibras têxteis liberianas da posição 53.03.;;
8889;5307.10;- Simples;;
8890;5307.10.10;De juta;0;0.0
8891;5307.10.90;Outros;0;0.0
8892;5307.20;- Retorcidos ou retorcidos múltiplos;;
8893;5307.20.10;De juta;0;0.0
8894;5307.20.90;Outros;0;0.0
8896;53.08;"Fios de outras fibras têxteis vegetais; fios de papel.";;
8897;5308.10.00;- Fios de cairo (fios de fibra de coco);0;0.0
8898;5308.20.00;- Fios de cânhamo;0;0.0
8899;5308.90.00;- Outros;0;0.0
8901;53.09;Tecidos de linho.;;
8902;5309.1;- Que contenham pelo menos 85 %, em peso, de linho:;;
8903;5309.11.00;--Crus ou branqueados;0.0;0.0
8904;5309.19.00;--Outros;0.0;0.0
8905;5309.2;- Que contenham menos de 85 %, em peso, de linho:;;
8906;5309.21.00;--Crus ou branqueados;0.0;0.0
8907;5309.29.00;--Outros;0.0;0.0
8909;53.10;Tecidos de juta ou de outras fibras têxteis liberianas da posição 53.03.;;
8910;5310.10;- Crus;;
8911;5310.10.10;Aniagem de juta;0.0;0.0
8912;5310.10.90;Outros;0.0;0.0
8913;5310.90.00;- Outros;0.0;0.0
8915;5311.00.00;"Tecidos de outras fibras têxteis vegetais; tecidos de fios de papel.";0.0;0.0
8916;54.01;"Linhas para costurar de filamentos sintéticos ou artificiais, mesmo acondicionadaspara venda a retalho.";;
8917;5401.10;- De filamentos sintéticos;;
8918;5401.10.1;De poliéster;;
8919;5401.10.11;Não acondicionadas para venda a retalho;0.0;0.0
8920;5401.10.12;Acondicionadas para venda a retalho;0.0;0.0
8921;5401.10.90;Outras;0.0;0.0
8922;5401.20;- De filamentos artificiais;;
8923;5401.20.1;De raiom viscose, de alta tenacidade;;
8924;5401.20.11;Não acondicionadas para venda a retalho;0.0;0.0
8925;5401.20.12;Acondicionadas para venda a retalho;0.0;0.0
8926;5401.20.90;Outras;0.0;0.0
8928;54.02;"Fios de filamentos sintéticos (exceto linhas para costurar), não acondicionados paravenda a retalho, incluindo os monofilamentos sintéticos de título inferior a 67 decitex.";;
8929;5402.1;- Fios de alta tenacidade, de náilon ou de outras poliamidas, mesmo texturizados:;;
8930;5402.11.00;--De aramidas;0.0;0.0
8931;5402.19;--Outros;;
8932;5402.19.10;De náilon;0.0;0.0
8933;5402.19.90;Outros;0.0;0.0
8934;5402.20.00;- Fios de alta tenacidade, de poliésteres, mesmo texturizados;0.0;0.0
8935;5402.3;- Fios texturizados:;;
8936;5402.31;--De náilon ou de outras poliamidas, de título não superior a 50 tex por fio simples;;
8937;5402.31.1;De náilon;;
8938;5402.31.11;Tintos;0.0;0.0
8939;5402.31.19;Outros;0.0;0.0
8940;5402.31.90;Outros;0.0;0.0
8941;5402.32;--De náilon ou de outras poliamidas, de título superior a 50 tex por fio simples;;
8942;5402.32.1;De náilon;;
8943;5402.32.11;Multifilamento com efeito antiestático permanente, de título superior a 110 tex;0.0;0.0
8944;5402.32.19;Outros;0.0;0.0
8945;5402.32.90;Outros;0.0;0.0
8946;5402.33;--De poliésteres;;
8947;5402.33.10;Crus;0.0;0.0
8948;5402.33.20;Tintos;0.0;0.0
8949;5402.33.90;Outros;0.0;0.0
8950;5402.34.00;--De polipropileno;0.0;0.0
8951;5402.39.00;--Outros;0.0;0.0
8952;5402.4;- Outros fios, simples, sem torção ou com torção não superior a 50 voltas por metro:;;
8953;5402.44.00;--De elastômeros;0.0;0.0
8954;5402.45;--Outros, de náilon ou de outras poliamidas;;
8955;5402.45.10;De aramidas;0.0;0.0
8956;5402.45.20;De náilon;0.0;0.0
8957;5402.45.90;Outros;0.0;0.0
8958;5402.46.00;--Outros, de poliésteres, parcialmente orientados;0.0;0.0
8959;5402.47;--Outros, de poliésteres;;
8960;5402.47.10;Crus;0.0;0.0
8961;5402.47.20;Tintos;0.0;0.0
8962;5402.47.90;Outros;0.0;0.0
8963;5402.48.00;--Outros, de polipropileno;0.0;0.0
8964;5402.49;--Outros;;
8965;5402.49.10;De polietileno, com tenacidade igual ou superior a 26 cN/tex;0.0;0.0
8966;5402.49.90;Outros;0.0;0.0
8967;5402.5;- Outros fios, simples, com torção superior a 50 voltas por metro:;;
8968;5402.51;--De náilon ou de outras poliamidas;;
8969;5402.51.10;De aramidas;0.0;0.0
8970;5402.51.90;Outros;0.0;0.0
8971;5402.52.00;--De poliésteres;0.0;0.0
8972;5402.53.00;--De polipropileno;0.0;0.0
8973;5402.59.00;--Outros;0.0;0.0
8974;5402.6;- Outros fios, retorcidos ou retorcidos múltiplos:;;
8975;5402.61;--De náilon ou de outras poliamidas;;
8976;5402.61.10;De aramidas;0.0;0.0
8977;5402.61.90;Outros;0.0;0.0
8978;5402.62.00;--De poliésteres;0.0;0.0
8979;5402.63.00;--De polipropileno;0.0;0.0
8980;5402.69.00;--Outros;0.0;0.0
8982;54.03;"Fios de filamentos artificiais (exceto linhas para costurar), não acondicionados paravenda a retalho, incluindo os monofilamentos artificiais de título inferior a 67 decitex.";;
8983;5403.10.00;- Fios de alta tenacidade, de raiom viscose;0.0;0.0
8984;5403.3;- Outros fios, simples:;;
8985;5403.31;--De raiom viscose, sem torção ou com torção não superior a 120 voltas por metro;;
8986;5403.31.10;Crus ou branqueados;0.0;0.0
8987;5403.31.90;Outros;0.0;0.0
8988;5403.32.00;--De raiom viscose, com torção superior a 120 voltas por metro;0.0;0.0
8989;5403.33.00;--De acetato de celulose;0.0;0.0
8990;5403.39.00;--Outros;0.0;0.0
8991;5403.4;- Outros fios, retorcidos ou retorcidos múltiplos:;;
8992;5403.41.00;--De raiom viscose;0.0;0.0
8993;5403.42.00;--De acetato de celulose;0.0;0.0
8994;5403.49.00;--Outros;0.0;0.0
8996;54.04;"Monofilamentos sintéticos, de título igual ou superior a 67 decitex e cuja maiordimensãodaseçãotransversalnãosejasuperiora1 mm;lâminaseformassemelhantes (palha artificial, por exemplo) de matérias têxteis sintéticas, cuja larguraaparente não seja superior a 5 mm.";;
8997;5404.1;- Monofilamentos:;;
8998;5404.11.00;--De elastômeros;0.0;0.0
8999;5404.12.00;--Outros, de polipropileno;0.0;0.0
9000;5404.19;--Outros;;
9001;5404.19.1;Imitações de categute;;
9002;5404.19.11;Reabsorvíveis;0.0;0.0
9003;5404.19.19;Outros;0.0;0.0
9004;5404.19.90;Outros;0.0;0.0
9005;5404.90.00;- Outras;0.0;0.0
9007;5405.00.00;"Monofilamentos artificiais, de título igual ou superior a 67 decitex e cuja maiordimensãodaseçãotransversalnãosejasuperiora1 mm;lâminaseformassemelhantes (palha artificial, por exemplo) de matérias têxteis artificiais, cuja larguraaparente não seja superior a 5 mm.";0.0;0.0
9009;5406.00;"Fiosdefilamentossintéticosouartificiais(excetolinhasparacosturar),acondicionados para venda a retalho.";;
9010;5406.00.10;Fios de filamentos sintéticos;0.0;0.0
9011;5406.00.20;Fios de filamentos artificiais;0.0;0.0
9013;54.07;"Tecidos de fios de filamentos sintéticos, incluindo os tecidos obtidos a partir dosprodutos da posição 54.04.";;
9014;5407.10;"- Tecidos obtidos a partir de fios de alta tenacidade, de náilon ou de outras poliamidas oude poliésteres";;
9015;5407.10.1;Sem fios de borracha;;
9016;5407.10.11;De aramidas;0.0;0.0
9017;5407.10.19;Outros;0.0;0.0
9018;5407.10.2;Com fios de borracha;;
9019;5407.10.21;De aramidas;0.0;0.0
9020;5407.10.29;Outros;0.0;0.0
9021;5407.20.00;- Tecidos obtidos a partir de lâminas ou de formas semelhantes;0.0;0.0
9022;5407.30.00;- “Tecidos” mencionados na Nota 9 da Seção XI;0.0;0.0
9023;5407.4;"- Outros tecidos, que contenham pelo menos 85 %, em peso, de filamentos de náilon ou deoutras poliamidas:";;
9024;5407.41.00;--Crus ou branqueados;0.0;0.0
9025;5407.42.00;--Tintos;0.0;0.0
9026;5407.43.00;--De fios de diversas cores;0.0;0.0
9027;5407.44.00;--Estampados;0.0;0.0
9028;5407.5;"- Outros tecidos, que contenham pelo menos 85 %, em peso, de filamentos de poliéstertexturizados:";;
9029;5407.51.00;--Crus ou branqueados;0.0;0.0
9030;5407.52;--Tintos;;
9031;5407.52.10;Sem fios de borracha;0.0;0.0
9032;5407.52.20;Com fios de borracha;0.0;0.0
9033;5407.53.00;--De fios de diversas cores;0.0;0.0
9034;5407.54.00;--Estampados;0.0;0.0
9035;5407.6;- Outros tecidos, que contenham pelo menos 85 %, em peso, de filamentos de poliéster:;;
9036;5407.61.00;--Que contenham pelo menos 85 %, em peso, de filamentos de poliéster não texturizados;0.0;0.0
9037;5407.69.00;--Outros;0.0;0.0
9038;5407.7;- Outros tecidos, que contenham pelo menos 85 %, em peso, de filamentos sintéticos:;;
9039;5407.71.00;--Crus ou branqueados;0.0;0.0
9040;5407.72.00;--Tintos;0.0;0.0
9041;5407.73.00;--De fios de diversas cores;0.0;0.0
9042;5407.74.00;--Estampados;0.0;0.0
9043;5407.8;"- Outrostecidos,que contenham menos de85 %,empeso, defilamentos sintéticos,combinados, principal ou unicamente, com algodão:";;
9044;5407.81.00;--Crus ou branqueados;0.0;0.0
9045;5407.82.00;--Tintos;0.0;0.0
9046;5407.83.00;--De fios de diversas cores;0.0;0.0
9047;5407.84.00;--Estampados;0.0;0.0
9048;5407.9;- Outros tecidos:;;
9049;5407.91.00;--Crus ou branqueados;0.0;0.0
9050;5407.92.00;--Tintos;0.0;0.0
9051;5407.93.00;--De fios de diversas cores;0.0;0.0
9052;5407.94.00;--Estampados;0.0;0.0
9054;54.08;"Tecidos de fios de filamentos artificiais, incluindo os tecidos obtidos a partir dosprodutos da posição 54.05.";;
9055;5408.10.00;- Tecidos obtidos a partir de fios de alta tenacidade, de raiom viscose;0.0;0.0
9056;5408.2;"- Outros tecidos, que contenham pelo menos 85 %, em peso, de filamentos ou de lâminasou formas semelhantes, artificiais:";;
9057;5408.21.00;--Crus ou branqueados;0.0;0.0
9058;5408.22.00;--Tintos;0.0;0.0
9059;5408.23.00;--De fios de diversas cores;0.0;0.0
9060;5408.24.00;--Estampados;0.0;0.0
9061;5408.3;- Outros tecidos:;;
9062;5408.31.00;--Crus ou branqueados;0.0;0.0
9063;5408.32.00;--Tintos;0.0;0.0
9064;5408.33.00;--De fios de diversas cores;0.0;0.0
9065;5408.34.00;--Estampados;0.0;0.0
9066;55.01;Cabos de filamentos sintéticos.;;
9067;5501.10.00;- De náilon ou de outras poliamidas;0;0.0
9068;5501.20.00;- De poliésteres;0;0.0
9069;5501.30.00;- Acrílicos ou modacrílicos;0;0.0
9070;5501.40.00;- De polipropileno;0;0.0
9071;5501.90.00;- Outros;0;0.0
9073;55.02;Cabos de filamentos artificiais.;;
9074;5502.10.00;- De acetato de celulose;30;30.0
9075;5502.90;- Outros;;
9076;5502.90.10;De raiom viscose;0;0.0
9077;5502.90.90;Outros;0;0.0
9079;55.03;"Fibras sintéticas descontínuas, não cardadas, não penteadas nem transformadas deoutro modo para fiação.";;
9080;5503.1;- De náilon ou de outras poliamidas:;;
9081;5503.11.00;--De aramidas;0;0.0
9082;5503.19;--Outras;;
9083;5503.19.10;Bicomponentes, de diferentes pontos de fusão;0;0.0
9084;5503.19.90;Outras;0;0.0
9085;5503.20;- De poliésteres;;
9086;5503.20.10;Bicomponentes, de diferentes pontos de fusão;0;0.0
9087;5503.20.90;Outras;0;0.0
9088;5503.30.00;- Acrílicas ou modacrílicas;0;0.0
9089;5503.40.00;- De polipropileno;0;0.0
9090;5503.90;- Outras;;
9091;5503.90.10;Bicomponentes, de diferentes pontos de fusão;0;0.0
9092;5503.90.20;De poli(álcool vinílico);0;0.0
9093;5503.90.90;Outras;0;0.0
9095;55.04;"Fibras artificiais descontínuas, não cardadas, não penteadas nem transformadas deoutro modo para fiação.";;
9096;5504.10.00;- De raiom viscose;0;0.0
9097;5504.90;- Outras;;
9098;5504.90.10;De liocel;0;0.0
9099;5504.90.90;Outras;0;0.0
9101;55.05;"Desperdíciosdefibrassintéticasouartificiais(incluindoosdesperdíciosdapenteação, os de fios e os fiapos).";;
9102;5505.10.00;- De fibras sintéticas;NT;NT
9103;5505.20.00;- De fibras artificiais;NT;NT
9105;55.06;"Fibrassintéticasdescontínuas,cardadas,penteadasoutransformadasdeoutromodo para fiação.";;
9106;5506.10.00;- De náilon ou de outras poliamidas;0.0;0.0
9107;5506.20.00;- De poliésteres;0.0;0.0
9108;5506.30.00;- Acrílicas ou modacrílicas;0.0;0.0
9109;5506.40.00;- De polipropileno;0.0;0.0
9110;5506.90.00;- Outras;0.0;0.0
9112;5507.00.00;"Fibras artificiais descontínuas, cardadas, penteadas ou transformadas de outro modopara fiação.";0.0;0.0
9114;55.08;"Linhasparacosturar,defibrassintéticasouartificiaisdescontínuas,mesmoacondicionadas para venda a retalho.";;
9115;5508.10.00;- De fibras sintéticas descontínuas;0.0;0.0
9116;5508.20.00;- De fibras artificiais descontínuas;0.0;0.0
9118;55.09;"Fiosdefibrassintéticasdescontínuas(excetolinhasparacosturar),nãoacondicionados para venda a retalho.";;
9119;5509.1;"- Que contenham pelo menos 85 %, em peso, de fibras descontínuas de náilon ou de outraspoliamidas:";;
9120;5509.11.00;--Simples;0.0;0.0
9121;5509.12;--Retorcidos ou retorcidos múltiplos;;
9122;5509.12.10;De aramidas;0.0;0.0
9123;5509.12.90;Outros;0.0;0.0
9124;5509.2;- Que contenham pelo menos 85 %, em peso, de fibras descontínuas de poliéster:;;
9125;5509.21.00;--Simples;0.0;0.0
9126;5509.22.00;--Retorcidos ou retorcidos múltiplos;0.0;0.0
9127;5509.3;"- Quecontenhampelomenos85 %,empeso,defibrasdescontínuasacrílicasoumodacrílicas:";;
9128;5509.31.00;--Simples;0.0;0.0
9129;5509.32.00;--Retorcidos ou retorcidos múltiplos;0.0;0.0
